Kingdom;Phylum;Class;Order;Family;Genus;Species
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Kineosporiales; f__Unknown Kineosporiales family 1; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__0319-6M6; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__0319-6M6; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__FFCH13075; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__0319-6M6; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__YNPFFP1; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__0319-6M6; g__; s__
k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__; f__; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Archangiaceae; g__Anaeromyxobacter; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiales Incertae Sedis; g__Candidatus Captivus; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Unknown Sphingobacteriaceae genus 2; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Unknown Legionellales family 1; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Unknown Solirubrobacterales family 2; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Rhodanobacter; s__
k__Opisthokonta; p__Basidiomycota; c__Exobasidiomycetes; o__Malasseziales; f__Malasseziales incertae sedis; g__Malassezia; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Schlesneria; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Schlesneria; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Unknown Planctomycetaceae genus 1; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophaceae; g__Desulfobacca; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophaceae; g__Desulfobacca; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__MNG7; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata; s__
k__Bacteria; p__; c__; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Unknown Xanthobacteraceae genus 14; s__
k__Bacteria; p__Ca. Microgenomates (OP11); c__Candidatus Shapirobacteria; o__; f__; g__; s__
k__Bacteria; p__Ca. Microgenomates (OP11); c__Candidatus Shapirobacteria; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Gallionellaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Gallionellaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Gallionellaceae; g__; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Crocinitomicaceae; g__Fluviicola; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Sandaracinaceae; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__; o__; f__; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__; o__; f__; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__; o__; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__P3OB-42; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__P3OB-42; g__; s__
k__Bacteria; p__Acidobacteria; c__Holophagae; o__Acidobacteria group 7b; f__; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__Unknown Gemmatimonadaceae genus 3; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Phaselicystidaceae; g__Phaselicystis; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales; f__OPB56; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Frankiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Frankiales; f__Frankiaceae; g__Jatrophihabitans; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__
k__Bacteria; p__Chloroflexi; c__SBR2076; o__; f__; g__; s__
k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 11; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__B12-WMSP1; f__; g__; s__
k__SAR; p__Ciliophora; c__Oligohymenophorea; o__Scuticociliatia; f__Protocyclidium family incertae sedis; g__Protocyclidium; s__Unknown Protocyclidium species 1
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Polaromonas; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Ferruginibacter; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Ferruginibacter; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseomonas; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__Unknown Chthoniobacterales family 4; g__; s__
k__Bacteria; p__Acidobacteria; c__Subgroup 6; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Unknown Xanthobacteraceae genus 7; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Archangiaceae; g__Anaeromyxobacter; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Unknown Haliangiaceae genus 20; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__KD4-96; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Unknown Gemmatimonadetes (class) order 2; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Unknown Verrucomicrobiae order 1; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Blastocatellales; f__Unknown Blastocatellales family 2; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__
k__Bacteria; p__Acidobacteria; c__Holophagae; o__Acidobacteria group 10; f__Unknown Acidobacteria group 10 family 1; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteria group 17; o__; f__; g__; s__
k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Sandaracinaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Unknown Rhodocyclaceae genus 1; s__
k__Bacteria; p__Elusimicrobia; c__Elusimicrobia (class); o__Lineage IIb; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Acidimicrobiaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__AKIW659; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Coxiella; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__Unknown Gemmatimonadaceae genus 9; s__
k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__FW13; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 8 (TK10); o__; f__; g__; s__
k__Bacteria; p__; c__; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Pseudonocardiales; f__Unknown Pseudonocardiales family 2; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__0319-6M6; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Unknown Gemmatimonadales family 2; g__; s__
k__SAR; p__Ciliophora; c__Spirotrichea; o__Hypotrichia; f__Stylonychia family incertae sedis; g__Stylonychia; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Armatimonadetes; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Bryobacteraceae; g__Bryobacter; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Bryobacteraceae; g__Unknown Bryobacteraceae genus 9; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Bryobacteraceae; g__Bryobacter; s__
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillales Incertae Sedis; g__Unknown Rhodospirillales Incertae Sedis genus 1; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Blfdi19; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Roseiflexus; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Roseiflexus; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Unknown Roseiflexaceae genus 6; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Unknown Roseiflexaceae genus 5; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 8 (TK10); o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__; s__
k__Bacteria; p__Epsilonbacteraeota; c__Desulfurellia; o__Desulfurellales; f__H16; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Unknown Haliangiaceae genus 19; s__
k__Bacteria; p__Elusimicrobia; c__Elusimicrobia (class); o__Lineage IIa; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Parafilimonas; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__DA101 soil group; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Phaselicystidaceae; g__Phaselicystis; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__vadinHA49; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__vadinHA49; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Blastocatellales; f__Unknown Blastocatellales family 7; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Unknown Nitrosomonadales family 5; g__; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Blastocatellales; f__Unknown Blastocatellales family 4; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Holophagae; o__Unknown Holophagae order 3; f__; g__; s__
k__Amoebozoa; p__Lobosa; c__Tubulinea; o__Euamoebida; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 2; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__43F-1404R; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobulbaceae; g__Desulfobulbus; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales Incertae Sedis; g__Bauldia; s__
k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__Xiphinematobacteraceae; g__Unknown Xiphinematobacteraceae genus 1; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__MNG7; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Gallionellaceae; g__Unknown Gallionellaceae genus 4; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__TRA3-20; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteria group 2; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Solibacteraceae; g__Unknown Solibacteraceae genus 2; s__
k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__JG30a-KF-32; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Hydrogenophilales; f__Hydrogenophilaceae; g__Sulfuriferula; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobulbaceae; g__Desulfocapsa; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Unknown Legionellales family 2; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Opisthokonta; p__Chytridiomycota; c__Monoblepharidomycetes; o__Monoblepharidales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__27F-1492R; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Unknown Burkholderiales family 4; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__KD4-96; f__; g__; s__
